Playlist Id,Channel Id,Time Created,Time Updated,Title,Description,Visibility
LLj9-K1QJ69ieDDhSO3ZK7IA,UCj9-K1QJ69ieDDhSO3ZK7IA,2020-08-18 18:51:48 UTC,2020-08-18 18:51:48 UTC,Liked videos,,Private

Video Id,Time Added
tKu8xKEgOAw,2020-08-18 18:51:48 UTC

